epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
85,8213.34,1.12041,0.72777,0.00847,0.67011,0.59214,0.62077,0.34199,1.86877,1.82919,0.02027,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,8309.09,1.12681,0.73254,0.00861,0.68564,0.58225,0.62077,0.34152,1.86335,1.84145,0.02019,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,8405.76,1.11484,0.72229,0.00853,0.66528,0.59864,0.62142,0.34105,1.86804,1.8482,0.02021,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,8500.94,1.10522,0.72569,0.00842,0.64588,0.61301,0.62239,0.3413,1.87006,1.85051,0.02028,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,8595.74,1.09989,0.71661,0.00832,0.6666,0.59349,0.62306,0.3419,1.86768,1.85715,0.02025,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,8690.45,1.08881,0.71599,0.0083,0.66831,0.59536,0.62293,0.34292,1.86788,1.85952,0.02023,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,8788.3,1.02837,0.48862,0.00897,0.67409,0.59095,0.62225,0.34231,1.87339,1.85173,0.0203,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,8883.59,0.97891,0.4463,0.00848,0.69112,0.588,0.62477,0.34345,1.87776,1.86116,0.02036,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,8979.14,0.96839,0.453,0.00841,0.68936,0.58787,0.62482,0.3434,1.87849,1.8651,0.02035,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,9074.31,0.94852,0.43342,0.00814,0.67824,0.59462,0.6237,0.34335,1.88005,1.87861,0.02035,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,9169.33,0.93727,0.42716,0.00811,0.683,0.59214,0.62405,0.34449,1.88111,1.88686,0.02041,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,9265.65,0.93366,0.42291,0.00797,0.66995,0.59922,0.62372,0.34469,1.8829,1.89972,0.02042,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,9361.14,0.91376,0.41245,0.00778,0.66449,0.60313,0.62214,0.34404,1.88684,1.91145,0.02047,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,9455.42,0.90204,0.40288,0.0077,0.66744,0.5988,0.6219,0.34373,1.88856,1.92497,0.02049,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,9550.91,0.90332,0.41685,0.00769,0.66719,0.60124,0.6217,0.34399,1.88942,1.9345,0.02051,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,9646.02,0.89727,0.40862,0.00776,0.66471,0.60171,0.62166,0.34379,1.88729,1.9501,0.02048,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
