epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
77,7075.01,1.45377,1.1871,0.01157,0.66286,0.57873,0.62163,0.33741,1.76592,1.5713,0.01858,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,7163.47,1.44597,1.16866,0.01134,0.6498,0.59503,0.61955,0.33521,1.77198,1.58169,0.01871,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,7252.78,1.44648,1.17483,0.01146,0.6448,0.59277,0.62085,0.33564,1.76712,1.58649,0.01863,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,7341.76,1.44281,1.17387,0.01151,0.63761,0.59407,0.62057,0.33681,1.7773,1.57739,0.01881,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,7431.07,1.44016,1.15502,0.01143,0.65098,0.587,0.61897,0.33661,1.78197,1.57169,0.01891,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,7519.33,1.43462,1.14946,0.01143,0.65692,0.58316,0.62138,0.33752,1.78093,1.57774,0.01888,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,7608.06,1.4218,1.13994,0.01129,0.6546,0.58682,0.619,0.33604,1.78222,1.59497,0.01884,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,7696.4,1.43039,1.13075,0.01122,0.64882,0.59295,0.61723,0.33478,1.78387,1.60039,0.01885,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,7785.01,1.40457,1.09837,0.01101,0.64915,0.59094,0.61701,0.33482,1.78568,1.60536,0.01886,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,7873.86,1.41371,1.11913,0.0112,0.6415,0.58297,0.61359,0.33294,1.78867,1.61184,0.01889,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,7963.06,1.40818,1.0966,0.01115,0.63427,0.59069,0.61364,0.33419,1.795,1.607,0.01897,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,8052.1,1.39592,1.10512,0.01109,0.64235,0.58812,0.61449,0.33365,1.797,1.61114,0.01901,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,8141.07,1.39816,1.09327,0.01099,0.64189,0.58704,0.61439,0.33351,1.80192,1.61463,0.01915,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,8230.44,1.3803,1.09219,0.01091,0.63747,0.59034,0.6147,0.33461,1.80354,1.6171,0.01915,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,8321.63,1.37346,0.86472,0.01258,0.65199,0.58746,0.61707,0.33531,1.80109,1.61443,0.01914,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,8409.95,1.33026,0.81072,0.01204,0.64867,0.58751,0.61616,0.33359,1.80332,1.62398,0.01918,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,8499.66,1.31798,0.81635,0.01199,0.64304,0.59487,0.6159,0.33381,1.80519,1.62286,0.0192,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,8588.33,1.30675,0.79652,0.01174,0.65572,0.58977,0.61744,0.33471,1.80643,1.6251,0.01924,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,8676.7,1.29466,0.77649,0.01174,0.6535,0.58801,0.61533,0.33356,1.80736,1.63236,0.01923,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,8765.64,1.2989,0.77858,0.01158,0.65235,0.58937,0.6144,0.33321,1.80636,1.64149,0.01922,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,8854.34,1.28198,0.75291,0.01142,0.65047,0.59195,0.61453,0.33319,1.80892,1.64383,0.01927,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,8941.68,1.27618,0.74487,0.0114,0.64692,0.5932,0.61293,0.33253,1.80693,1.65855,0.01923,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,9031.27,1.27492,0.75732,0.01138,0.64414,0.59207,0.61212,0.33187,1.8091,1.66565,0.01925,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,9119.18,1.27325,0.75188,0.01152,0.64309,0.59231,0.61216,0.33165,1.80881,1.67336,0.01924,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
